word,doc01.txt,doc02.txt,doc03.txt,doc04.txt,doc05.txt,doc06.txt,doc07.txt,doc08.txt,doc09.txt,doc10.txt,doc11.txt,doc12.txt,doc13.txt,doc14.txt,doc15.txt,doc16.txt,doc17.txt,doc18.txt,doc19.txt,doc20.txt
hop,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kool,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
herc,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
emigrated,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bronx,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
attending,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
alfred,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
smith,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
school,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
spent,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
weight,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
coupled,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
height,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
spurned,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hercules,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
deejay,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gig,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sister's,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
birthday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
party,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
industry,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
purchase,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
copies,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
turntables,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
break,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
beat,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
turntable,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
part,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
doing,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rock,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
house,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ny,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mention,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
form,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
looping,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
easier,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
electronic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sampling,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
zodiac,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tells,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
manhunt,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
killer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
serial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
murderer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
terrorized,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
san,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
francisco,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bay,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
area,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
late,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1970s,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
taunting,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
letters,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bloodstained,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
clothing,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ciphers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mailed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
united,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
states',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
infamous,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
unsolved,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
crimes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fincher,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
vanderbilt,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
producer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
j,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fischer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
conducting,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
investigation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
murders,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
employed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
digital,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
thomson,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
viper,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
filmstream,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
camera,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
photograph,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
film,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
highspeed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cameras,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
slowmotion,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
murder,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sequences,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
packet,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
cicada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
nickname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
given,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
organization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
occasions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
posted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
set,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
puzzles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
recruit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
codebreakers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
puzzle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
january,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4chan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
approximately,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
began,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
third,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
confirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
clue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
intent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
individuals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
presenting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
solved,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
april,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
verified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pgpsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
message,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
beware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
paths,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
verify,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pgp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
signature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7a35090f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
explicitly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
denies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
validity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
unsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
recently,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
focused,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
heavily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
cryptography,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
steganography,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
anonymity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
surveillance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
elaborate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
age11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
listed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
eeriest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mysteries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
speculation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
exists,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
speculated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
recruitment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
nsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
cia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mi6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
masonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
conspiracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cyber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mercenary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
claimed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
alternate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
reality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
credit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
attempted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
monetize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
nice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
git,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
great,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
panda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
rosedu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
anyone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
inspect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
modify,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
enhance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
manipulate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
piece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
program,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
program's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
adding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fixing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
correctly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ghidra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
reverse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
framework,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
created,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
maintained,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
national,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
agency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
directorate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fullfeatured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
highend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
enable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
analyze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
compiled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
platforms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
windows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
macos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
capabilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
disassembly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
decompilation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
graphing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
scripting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hundreds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
supports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
wide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
formats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
userinteractive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
automated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
modes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
develop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
plugin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
components,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
andor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
scripts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
support,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
nsa's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
built,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
solve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
scaling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
teaming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
complex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
efforts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
provide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
customizable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
extensible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
applied,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
involve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
analyzing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
analysts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
potential,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
picoctf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
targeted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
middle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
students,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
experts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
carnegie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mellon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
university,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
consists,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
challenges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
centered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
storyline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
participants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
must,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
decrypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
whatever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
takes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
challenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
netfilter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
networkingrelated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
implemented,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
customized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
handlers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
offers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
functions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
filtering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
network,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
translation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
port,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
functionality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
directing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
packets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
prohibiting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reaching,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sensitive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
locations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
within,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
represents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hooks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
allowing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
modules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
register,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
callback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kernel's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
networking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
usually,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
traffic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
modification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
traverses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
respective,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
